,text,rated,coloring,date,bank,theme,name,sex
63,"Как такое возможно? Открыли валютный счет в этом банке в г.Саки. Я перевел на этот счет деньги $, а их нет. И работники банка ссылаются на возможную ошибку в реквизитах при отправке, но я 100 раз проверял распечатку, ходил в свой банк, все проверили с менеджером, ошибок нет. Сроки перевода денег 3–4 дня. Прошла неделя, а поступления нет. Кто может подсказать куда можно обратиться? Времени ждать нет, нужно заплатить за недвижимость по договору.",2,bad,"17 июня, 2014",rnkb,,Сергей,male
64,"Оператор, обслуживавшая меня не уточнила какой продукт я хочу закрыть, начала бойко объяснять про проценты , я переспросил почему такие проценты? Она начала рисовать мне формулы , в итоге окончательно запутала. Я не отрицаю, что есть часть и моей вины , но все таки профессиональный сотрудник должен уточнить сначала, что я хочу погасить! В итоге перерасчет был сделан в пользу ипотеки, что меня категорически не устраивает. Сотрудник выдававшая корректировки, мотала головой и утверждала, что уже ничего сделать нельзя. Я прошу принять меры к данному сотруднику и ответить возможно ли вернуть и перевести сумму в кредит. В противном случае я намерен расторгнуть дальнейшее сотрудничество с банком, погашу кредит, откажусь от кредитки и рефинансирую ипотеку и в моем лице банк потеряет надежного клиента!",2,bad,"17 июня, 2014",vtb,Обслуживание,Александр,male
65,"Во первых :в банк– клиенте предусмотрены сведения о картотеке, но это не работаети нужно ежедневно названивать и узнавать и не факт ,ч то узнаешь.&lt;br /&gt;Во вторых; появился какой–то филиал Ульяновский и все операции стали тормозиться, и не найдешь крайнего.Чтобы снять арест со счета нужно ждать, не смотря  на то что налоговая в Ростове на дону, банк на пр. Шолохова, а вот ждать команду надо с Ульяновска.&lt;br /&gt;И вообще очень заметны перемены в худшую сторону.Было  год назад гораздо лучше.",2,bad,"11 июня, 2014",binbank,Обслуживание,Марина,female
66,"зараннее заказал сумму и в день окончания приехал в офиси тут началось самое интересное никто из 4 сотрудников не знает как можно закрыть вклад учились 1.5 часа приходили вск кто там работает  звонили в Москву с 15 тыс с меня хотели удержать 1500 $  за досрочное расторжение договора и только через указанное время пришед с обеда сотрудник который за 5 минут сделал проводку и направил меня в кассу я был очень рад когда мне сказали извините за тех неполадки но за свою работу извинения не принес полное отсутствие компетенции как принимают на работу не понятно без стажировки сразу в бой это и ошибки руководства я больше в это отделение не пойду мне жалко своего времени думаю кто живет рядом пойдут тоже в другое хотя мне очень не удобно на василевский  но поеду туда и обслуживаться буду там если есть сомнения в моем отзыве заходите на пр науки и проверьте, полный ноль думаю с такой работой отделение будет закрыто по тех причинам",2,bad,"10 июня, 2014",binbank,Обслуживание,Геннадий,male
67,"Несколько дней подряд на мой рабочий  №  телефона (351)267–20–63 поступают звонки от сотрудника службы безопасности Вашего банка с тел № 8904–308–36–04, который не представляется. Последний звонок поступил 10.06.2014г. примерно в 12.00. Телефон у нас многоканальный, трубку берут третьи лица, и им Ваш сотрудник разглашает мои персональные  данные и сведения, составляющие банковскую тайну, а также всем сообщает, что я являюсь должником банка ОАО  КБ  «Пойдём!». &lt;br /&gt;Я считаю, что сотрудник Вашего банка использует и разглашает сведения обо мне,  поэтому прошу разобраться в данной ситуации и оградить меня от незаконных действий Ваших сотрудников, а  также проверить их на предмет исполнения Федерального Закона РФ № 152–ФЗ «О персональных  данных» и неразглашения банковской тайны.&lt;br /&gt;СООБЩАЮ ВАМ О ТОМ, ЧТО У МЕНЯ ЗАКЛЮЧЕН ДОГОВОР С ООО ФИНЗАЩИТА НА ЮРИДИЧЕСКОЕ СОПРОВОЖДЕНИЕ МОЕЙ КРЕДИТОРСКОЙ ЗАДОЛЖЕННОСТИ. ЕСЛИ ПРОТИВОПРАВНЫЕ ДЕЙСТВИЯ ПОВТОРЯТСЯ, Я БУДУ ОБРАЩАТЬСЯ В ЦЕНТРАЛЬНЫЙ БАНК РОССИИ И РОСПОТРЕБНАДЗОР.",2,bad,"10 июня, 2014",pojdem,Обслуживание,Горбушина,unkn
68,заказал справку о текущей задолжности в результате прошла неделя справки нет.хотя сотрудница данного банка обещала позвонить по готовности этой справки.(делается аналогичная справка в др.банках в течение 5 мин и бесплатно)не дождавшись звонка сотрудника банка решил сходить сам в  один из своих выходных (у меня их всего три в месяц в связи с большим обьемом работы) как выяснилось девушка которая занималась моим вопросом временно не трудоспособна в связи с болезнью .Другим сотрудникам банка ничего о моем заказе данной справки не известно .Управляющий банка по какой то причине отсутствует и в этот день его не ожидают .Замещающая сотрудница управлющего на время его отсутствия ни чем помочь не смогла .Просидел в данном банке порядка сорока минут так ничего и не решилось.Оказывается очень проблематично  взять справку в скб банк все очень заняты .какое им дело до клиента вообще  если на протяжении всего времяни которого я там находился одна из сотрудниц просто напросто сидела и все свое внимание посвящала своему мобильному телефону невыпуская его из рук.Очень не доволен обслуживанием.,2,bad,"04 июня, 2014",sinara,Обслуживание,Заемщик,unkn
69,"Я решила, что деньги заберу, на что она предложила написать заявление на выдачу денег и предупредила, что выдадут примерно через 5 дней. Пришла 28 мая ( окончание вклада 29 мая), написала заявление, мне прочитали лекцию о причинах , по которым временно сразу не могут выдать деньги, причины – слияние Мособлбанка с СМП банком, и временные трудности с выдачей денег по вкладам ( про санацию и проблемы Мособлбанка вообще речи не было), но смогла получить проценты по вкладу с банковской карты. Прошло 5 дней, тишина, в банке ничего не говорят, мол, "" как только, так сразу"" "" деньги обязательно получите, не переживайте, позвоним"". А я переживаю, почитав комментарии в инете. Ну и какую репутацию создает себе банк, не выдавая деньги по вкладам?",2,bad,"04 июня, 2014",mosoblbank,Вклады,Наталья,female
70,"в зале банка сидели сотрудники офиса ТФБ с Декабристов ул., д. 150, на тот момент в их офисе был ремонт, я хорошо их запомнила, так как предыдущие оплаты осуществляла именно в этом офисе), сотрудник банка Абрамова Ольга Юрьевна написала на листке сумму необходимую внести в кассу для окончательного погашения кредита, после чего, по ее словам, кредитный договор будет закрыт, эта сумма и была оплачена мной в кассе и я до мая 2014 года жила в уверенности и спокойствии, что долгов за мной более не числится. Но в мае 2014 мне пришло смс сообщение, в котором было указано, что за мной по данному кредитному договору числится задолженность в размере около 3000 рублей. Я обратилась в офис ТФБ на Декабристов ул., д. 150 для выяснения обстоятельств, ведь кредит был погашен мной почти год назад, как выяснилось, для досрочного погашения кредита НЕОБХОДИМО! было ПРЕДВАРИТЕЛЬНО ПИСЬМЕННО! уведомить банк о желании заемщика досрочно погасить кредит, и отсутствие этого условия в кредитном договоре не отменяет такое уведомление. ПОЧЕМУ ЖЕ сотрудники ВАШЕГО БАНКА не знают и НЕ ПРЕДУПРЕЖДАЮТ заемщиков о необходимости выполнения данной процедуры при личном обращении заемщика с намерением окончательно погасить задолженность и закрыть кредитный договор? Почему мы – простые заемщики, должны были черпать эту информацию на сайте банка, разве не основная работа сотрудников банка достоверно и СВОЕВРЕМЕННО доносить информацию до нас – простых обывателей? В конце концов – это их прямая обязанность за которую они получают заработную плату? Как выяснилось, мой случай не единичный, и таких одураченых честных плательщиков, досрочно погасивших кредит и не знавших об этом условии, оказалось предостаточно. Возмущена, что в офисах Вашего банка работают настолько некомпетентные сотрудники, которые, на мой взгляд, просто НЕ ДОЛЖНЫ занимать рабочие места в Вашем банке, чтобы не портить Вашу репутацию! Очень хочется верить, что недобросовестные сотрудники все–таки будут наказаны! А нам, простым заемщикам, видимо, так и придется платить за чужие ошибки и недобросовестное выполнение обязанностей!",2,bad,"02 июня, 2014",tatfondbank,Кредиты наличными,Светлана,female
71,"Я очень удивлен, тем более, что 10 лет получаю зп на карту втб24 и даже год назад мне была одобрена ипотека на большую сумму чем ныне запрашиваемая. Своми ногами дважды ходил в УФМС получал справку о действительности (в УФМС никаких сомнений по этому поводу нет). Но банку, видите ли, нужна справка с ""шапкой"", а УФМС такую справку дает только по официальному запросу из банка. В ВТБ24 пока говорят же, что такие запросы не делают. Уже сегодня цена на предпологаемую к приобретению квартиру увеличивается на 200 тысяч! Такие дела...&lt;br /&gt;ПС: Если в базе паспортов которую использует банк есть ""битые"" паспорта, то такую базу использовать незаконно",2,bad,"02 июня, 2014",vtb,Ипотека,Гаштури,unkn
72,"и намеревалась лично увидеть атмосферу в отделении банка, а заодно и уточнить информацию про бонус 2% при открытии вклада Чемпион. На официальном сайте банка указано, что эта акция действует до 31 августа текущего года. &lt;br /&gt;Операторы, две девушки, показали мне рекламку про бонус 1.5% и вдвоём пытались меня убедить, что и акция по 2% закончится в мае. На моё недоумение – а как же информация на сайте банка? – операторы сообщили, что у них нет возможности зайти на сайт собственного банка и эта информация им неизвестна. И что они руководствуются положениями и в печатном виде, в которых указан срок акции – до конца мая. Но МОЖЕТ БЫТЬ, эту акцию ПРОДЛЯТ – они точно не знают. &lt;br /&gt;Сегодня я позвонила на горячую линию банка, и мне подтвердили информацию на сайте.&lt;br /&gt;Таким образом, я вижу, что Плюс – обещанные высокие проценты, а Минус – персонал этого отделения банка настолько не квалифицированный и не заинтересован в привлечении клиентов, что не знает даже информацию об акциях своего банка. Минус, пожалуй, перевешивает плюс. Подобная некомпетентность отталкивает. Поскольку в финансовых документах малейшая ошибка может стать причиной потери денег или серьёзной головной болью в будущем, когда придёт время получать вклад с процентами, я теперь сомневаюсь, стоит ли иметь дело с этим банком, если в нём – такие операторы.",2,bad,"22 мая, 2014",rosinterbank,Обслуживание,Анна,female
73,"Про то, что нужно принести документы на квартиру, сказали только, когда уже документы отдали. Оказывается, этот документ очень важный, и срок начинается с момента его донесения. Хорошо, что я его принесла на следующий день. Скажите, можно ли как–то ускорить процесс рассмотрения заявки, т.к. продавцы новой квартиры ждут сегодня последний день..А если ещё отказ будет, то просто беда( добавлю 5 рабочих дней с момента подачи заявки прошло! Целикова Н. В. 22.01.1977",2,bad,"20 мая, 2014",vtb,Ипотека,Наташа,unkn
74,"после чего им необходимо будет на уровне отделения согласовать заявку. 13 мая получила положительный ответ, но не дождавшись звонка из отделения к концу второго дня, позвонила сама, на что мне ответили, что сегодня сотрудник, который оформлял мне заявку не работает, а директор, который должен согласовать, отсутствует. Прошло еще два дня и я решила приехать в отделение. Девушка, которая оформляла мне заявку сказала, что у них еще много заявок на согласование. Я попросила рассмотреть вне очереди, так как необходимо на следующий день выкупать билеты (кредит брала на отпуск), сотрудник заверила, что перезвонит через час. И позвонила, сказала, что в кредите отказано. На мой вопрос как такое может быть, если СЭЗ мне одобрил, она ответила, что это было предварительное одобрение. У меня вопрос. Действительно ли необходимо согласование директора отделения, если Москвой уже было получено одобрение?",2,bad,"15 мая, 2014",vtb,Кредиты наличными,Елена,female
75,"Я несколько удивлен бюрократизмом. Во – первых зачем–то пришлось 2 договора подписывать ( типа общий и на кассовое обслуживание). Чушь какая–то. Это юристы сами себе работу придумывают.  Во вторых прошла ровно неделя (правда один праздник) а счет все еще не открыт!  Звоню узнать как дела – отвечают ""безопасники еще не проверили""!  так я же не кредит беру – чего там проверять –то столько времени!  Если завтра счета не будет – заберу выписку и пойду в другой банк.",2,bad,"12 мая, 2014",rosselkhozbank,Обслуживание,Начинающий,unkn
76,"В вашем банке в апреле 2014г. мне выдали новую карту. Как мне сказали, что теперь проценты с моих вкладов будут зачислять на эту карту и привязка по договорам  в компьютере  осуществлена, причем я приезжала по этому вопросу уже два раза с интервалом в неделю и каждый раз эту привязку делали разные сотрудники. Но и до сих пор приходят сообщения, что зачисление отклонено (карта истекла). По телефону 8–800–100–24–24 мне сказали, что надо опять ехать к вам. Ответьте: мне теперь каждый месяц к вам ездить? Или все же найдется грамотный сотрудник в вашем банке, который объяснит и сделает все правильно?",2,bad,"06 мая, 2014",vtb,Кредитные карты,Людмила,female
77,"по адресу ул.Холодильная 114.Во–первых, данный сотрудник выдав выписку по счету отказался от каких–либо пояснений.Я БЫЛА ПРОСТО ВОЗМУЩЕНА!Во–вторых,после ознакомления с выпиской мной была обнаружена неоднократная просрочка по платежам.Хотя я очень ответственный клиент и всегда щепетильно отношусь к ежемесячным выплатам!С данной выпиской  я категорически не согласна.Квитанции о своевременном погашении кредита находятся на руках.Считаю виновными в сложившейся ситуации сотрудников банка.Пострадала моя кредитная история.Исходя из выше изложенного текста прошу Вас принять меры и разобраться в данной ситуации,а так же корректировать мою кредитную история,так как своей вины я не признаю!Прошу рассмотреть мою претензию.",2,bad,"30 апр, 2014",rajffajzenbank,Кредиты наличными,Бабкина,unkn
78,"В месяц я вносила по 2–3 раза деньги,и, как бы по моим подсчетам должно было все закрываться,но банк говорит ,что есть долг.У меня сомнения в правильном пересчете процентов.Мне кажется, что они сняты со счета неправильно,может даже по графику,без пересчета на остаток .Мне нужно расчет процентов ,снятых с моего счета,как бы мне это  выяснить ?",2,bad,"30 апр, 2014",akibank,Кредиты наличными,Гульнур,unkn
79,"В то время, когда другие банки пытаются произвести на клиента благоприятное впечатление при встрече, при входе в Этот Банк можно полчаса провести на диване в холле и мало вероятно что тебя обслужат свободные сотрудники. Это касается обслуживания ЮРИД.ЛИЦ... Позор! Думал, мне так повезло. Оказывается приятель тоже обращался за открытием р⁄счета, так обслуживающий Главный специалист офиса о клиентском сервисе похоже не слышала. Это касается большей части сотрудников, сидящих в офисе. Буду без фамилий и конкретных примеров, так как банка уже нет.",2,bad,"29 апр, 2014",zapadnyj,Обслуживание,Сергей,male
80,"Так как она пользуется кредитной картой другого банка, да еще за этот кредит расплачиваться нужно, пользоваться ей не стала. А тут вдруг названивают, и говорят, что у Вас задолженность перед банком! Обслуживание карты не оплачиваете! Она объясняет, что даже пин–код не вскрывала. Нет, говорят! Вскрой! Оплати обслуживание, а потом можешь ее закрыть! По–моему– это не честно со стороны банка–раздавать такие ""подарки""",2,bad,"29 апр, 2014",vtb,Кредитные карты,Елена,female
81,"смс сообщение пришло, что должны оплатить до 30.04.2014г., хотя мы всегда платим 30 числа каждого месяца. Я поинтересовалась, могу ли я оплатить, как обычно 30 числа, на что был ответ, что он не может мне ответить, но может внести мою заявку и в течение дня мне ответят, Я ему объяснила, что оплата по ипотеке проводится до 15ч.00 мин. и меня его ответ не устраивает, была просьба с моей стороны соединить меня с другим специалистом, после этого Андрей бросил трубку, Это называется обслуживание?  Мне пришлось снова полчаса дозваниваться до операторов Банка Возрождения, и после этого девушка Анна ответила на мой вопрос. Просьба лишать таких сотрудников , как Андрей, бонусов и премий.  человек просто отсиживается и еще не на своем месте. Большая просьба проводить со своими сотрудниками работу и обучение, как работать с клиентами., общаться и отвечать на вопросы.",2,bad,"29 апр, 2014",vozrozhdenie,Обслуживание,Татьяна,female
82,"г. моему мужу позвонили из Банка и задали ему ряд уточняющих вопросов по его кредитной истории и по анкетным данным. Я являюсь сотрудником группы компании ВТБ,директор моего филиала подписал мне ходатайство о предоставлении ипотеки,вся моя зарплата ""белая"" и проходит через Банк ВТБ 2,а муж участник зарплатного проекта ВТБ24. Сегодня 28.04.2014г.  и у меня вопрос когда же поступит решение из Банка?Квартира одна осталась,ждать продавец  не может еще 14 рабочих дней.",2,bad,"28 апр, 2014",vtb,Ипотека,Аноним,unkn
83,"Деньги списались, система выдала ошибку, куда делись деньги – фиг знает. Колл–центр сообщил, что данные переводы выполняются сторонней компанией, и отправил меня самостоятельно разбираться с Рапидой. НИ ОДНОГО звонка от Открытия впоследствии не было – на тему, нашла ли я свои деньги, ""Вы тут жаловались, мы приняли меры"" и т.п. НИ ОДНОГО.&lt;br /&gt;2. Пыталась в вечернее время (19 ч) снять деньги с карты. Позвонила в колл–центр узнать, где сейчас работают банкоматы. Нашли круглосуточный банкомат в 10 км от меня.  Приехала. 20 минут бегала по торговому комплексу – операторы даже не знают, в каком корпусе их офис! &lt;br /&gt;Поцеловала замок на дверях офиса. Банкомат – внутри. Рядом с ним – сотрудница. Смотрит на меня из аквариума, видит, что тетка в дорогой одежде с картой их банка в руках под дверью прыгает и с колл–центром ругается – хоть бы вышла подсказать, где ближайший банкомат. &lt;br /&gt;Колл–центр мне в это время доказывал, что банкомат находится за пределами офиса и доступен круглосуточно, и я должна посмотреть повнимательнее. &lt;br /&gt;Когда сотрудница банка пошла домой – сказала, что отродясь там банкомата за пределами офиса не было, а операторы все время так врут. И ближайший банкомат – в 6 км. &lt;br /&gt;3. Операторы колл–центра сообщили, что за снятие денег с их карт в банкоматах ВТБ24 комиссия не взимается. Сняла. Сняли 250 рублей. 7 (!) процентов блин! Позвонила в колл–центр узнать, какого черта. &lt;br /&gt;Милейшая оператор сообщила, что произошли изменения, ""я сообщу, что операторы вам дали неверную информацию"", деньги мне возвращать никто не обязан, оповещать о таких изменениях банк тоже не обязан, клиенты обязаны сами отслеживать изменения тарифного плана – на сайте банка. Как минимум, раз в месяц. &lt;br /&gt;Т.е. в течение целого месяца клиенты должны терять деньги?&lt;br /&gt;Я регулярно пользуюсь интернет–банком. И смотрю новости. Не было этого в новостях.&lt;br /&gt;Каждый раз, когда я вхожу в интернет–банк – у меня в личных сообщениях 18–20 рассылок от вас. О том, что будут перебои с доступом с Билайна, с МТС... Какой на фиг билайн? Вы хоть раз видели, чтобы я с него в ваш кабинет входила, чтобы заваливать меня постоянным спамом о нем? Но в этих рассылках не было информации об изменении комиссии с ВТБ24.&lt;br /&gt;Вы последний месяц меняли интернет–банк, у вас были работы на сайте. У вас на сайте нереально что–либо найти. Я в личном кабинете теперь не могу найти собственный баланс. Вы не могли сделать рассылку или повесить новость?&lt;br /&gt;Вы заваливаете меня смс–ками. На каждый бонусный рубль вы присылаете мне 3 смс–ки: деньги зачислены, деньги сняты, деньги зачислены. 3 (!) смс на каждый рубль! Но вы не сделали рассылку клиентам о таких важных изменениях. &lt;br /&gt;Банкоматы ВТБ24 находятся на каждой станции метро и через каждые 3 дома. Уверена, многие ваши клиенты пользуются ими, а не шлепают 6–10 км до вашего. &lt;br /&gt;Резюмируя. Основная задача банка – заботиться о том, чтобы деньги клиентов были в целости и сохранности. Банк Открытие не просто не справляется с этой задачей, он ею пренебрегает – в своих имиджевых интересах.",2,bad,"28 апр, 2014",otkrytie,Обслуживание,Елена,female
84,"Сотрудника на месте не оказалось, (она недалеко мило общалась с коллегой). Узнав цель моего визита и поинтересовавшись, являюсь ли я клиентом банка, отказала мне в моей просьбе, сославшись, что в данный момент, цитирую ""сегодня мы обслуживаем клиентов только нашего банка, выдаем им кредиты"",  многозначительно махнув рукой на пустой зал. Лично к этому сотруднику у меня претензий нет, она лишь, видимо, исполняет указания руководства, но не совсем понятно, если я пришла не в выходной день, и если я не – клиент банка, то при отсутствии очередей, почему же нельзя просто принять мой денежный перевод, зная, что это процедура займет максимум 10 минут? Кстати, год назад я так же обращалась в это отделение с той же просьбой, проблем не возникло... Казалось бы мелочь, а ушла с чувством досады...",2,bad,"24 апр, 2014",gazehnergobank,,Демина,unkn
85,"Примерно через месяц–два мой кредит был передан в банк АКБ Российский Капитал. В первых числах марта 2014г досрочно погасил ВСЮ сумму кредита . И начались проблемы! В Челябинске Вашего филиала уже нет и ПТС я не могу получить уже 1,5 месяца. Страховкой за 85000 я ""пользовался"" 4 месяца, почему деньги не вернулись, за остальные 4года и 8месяцев ? Хотя звонил сам в страховую компанию, Д2 Страхование, они ее выплачивают в течении 14 дней, но опять же говорят, все вопросы к банку.",2,bad,"24 апр, 2014",ajmanibank,Автокредиты,Александр,male
86,"г. является последним днем оплаты квартальных налогов...и сайт,снова закрыт на тех.работы.Платежные поручения не проверяются,хотя должны.Банк,становится все хуже и хуже.",2,bad,"21 апр, 2014",promsvjazbank,Обслуживание,Алексей,male
87,"Это случилось 19.04.2014.Все сбережения на карте!Никакой поддержки с клиентами на выходных нет.По тел 3291791 операторами было предложено заблокировать карту и сообщено, что вернут мне ее по моему письменному заявлению не ранее чем через 2 недели! Т.е. хранить деньги на картах банка получается–не логично и более того–опасно,так как на мой вопрос а придет ли мне смс о подтверждении блокировки карты на контактный телефон (как например это делается в Газпромбанке), озвученный при тел разговоре старшему смены Дмитрию, Дмитрием было предложено поверить ему на слово! Вот это я понимаю–обслуживание!",2,bad,"19 апр, 2014",tavricheskij,Обслуживание,Ксения,female
88,"в марте мне начислили деньги по подключенной страховке. Я не помнила, что подключала страховку, но раз начислили, я пошла в банк, оплатила страховку и написала заявление на отключение. Так как моя карта была оформлена в другом регионе, они посылали туда    запрос и мне пришлось ехать в банк 2 раза. После всего меня уверили, что всё отключено, но в апреле мне снова начислили страховку, я поехала в банк и стала расспрашивать. В этом филиале вразумительного ответа мне не дали, я дозвонилась до банка где мне оформляли карту, мне ответили, что страховку отключили в марте, после написания заявления, но по правилам её считывают и следующем месяце последний раз! Это действительно так или они забыли её отключить в марте, отключили в апреле и,не признавая своей ошибки, хотят меня заставить оплачивать её ещё раз?&lt;br /&gt;Я теперь уже и на знаю верить им или нет. Помогите разобраться",2,bad,"17 апр, 2014",vtb,Кредитные карты,Васютина,unkn
89,"Супруг звонил нашему менеджеру, сначала не поднимали трубку,потом сказали что наши документы переданы в Москву,обрабатываются почему–то еще раз наши данные!Потом сказали что нам должен позвонить страховой агент..И так прошло почти 2 месяца! 1 апреля позвонили и велели приезжать в офис для подписания договора..",2,bad,"16 апр, 2014",vtb,Ипотека,Аделина,female
90,"Как пояснила девушка–оператор, деньги списываются ""по–умолчанию"" 11 числа каждого месяца. Могу ли я быть уверенa, что нет каких–либо ""умолчаний"" 17 или (и) 23 чисел месяца? На этот вопрос было предложено прийти и сделать распечатку. Вывод: имея на руках карту этого банка, стой у банкомата и жди момента когда придет зарплата, что бы в ту же минуту обналичить свои ""кровные"", а то, мало ли о чем еще они умалчивают.",2,bad,"11 апр, 2014",levoberezhnyj,Кредитные карты,,unkn
91,"В соответствии с указанным мной пунктом ""1"" я составил заявление в банк о расторжении договора в свободной форме. Придя в банк 9 апреля 2014 года к менеджеру с кем вчера имел отношении и попросив образец заявления о расторжении договора получил отказ.Менеджер мотивировал это тем что он о таком не знают. Тогда я предоставил заявление которое написал в свободной форме. Менеджер долго изучал его, сказал что это нельзя так делать, да я же сам вчера всё подписал, указывала мне на пункты, что я со всем был ознакомлен. На вопрос о том как это связано с тем, что согласно правилам я могу расторгнуть договор ответа так и не получил,а получил какие–то невнятные речи совсем о другом. Далее менеджер ушёл с некоему ""Владу"", как я понимаю начальнику их, через 5 минут после возвращения история и разговор повторились, а ещё было предложено разорвать кредитный договор, раз я разрываю договор страхования. На мой ответ что это разные несвязанные договора, для разных продуктов⁄услуг был дан ответ что это неправда, что я ввёл в банк заблуждение тем что вчера я подписал договор о страховании, а сегодня его разрываю,что в таком случае банк тоже хочет разорвать договор. Повторное указание на пункт 2.5 правил ни к чему не привело. Видя что данный спор ни чему не приводит было запрошено мной чтобы заявление приняли и зарегистрировали,в случае отказа принять указать на заявлении причину отказа. В итоге заявление было принято со словами, что банк 100 % ничего вам не вернёт,но никакого номера я не получил. Мотивировано это было тем что номера для таких заявлении не ставят,а ставят только для корреспонденции. В данном случае я не могу контролировать ход рассмотрения моего заявления,где оно находится,  на какой стадии и т.п.&lt;br /&gt;Связавшись с ""Роспотребнадзором"" по вопросу принятия данного заявления было рекомендовано отправить заявление заказным письмом на юридический адрес.&lt;br /&gt;Действующие лица: менеджер – Гурзан А. В., менеджер над Анной – некий ""Влад""&lt;br /&gt;За оперативность выдачи⁄одобрение ставлю 5, за последующее заключение договора,""навязывание"" страховки и отказ разорвать договор в соответствии с правилами Банка минус 3. Итого 2 звезды. &lt;br /&gt;Комментарии: все суммы указаны в рублях, сумма кредита 178 000 рублей. Данное сообщение также было отправлено на complaint{собачка}psbank.ru",2,bad,"09 апр, 2014",promsvjazbank,Кредиты наличными,Аноним,unkn
